DRUGBANK_ID,DB09555,DB09561,DB09563,DB09570,DB09571,DB11093,DB11104,DB11126,DB11228,DB11256,DB11359,DB11362,DB11363,DB11364,DB11367,DB11560,DB11574,DB11575,DB11581,DB11582,DB11591,DB11596,DB11602,DB11609,DB11610,DB11611,DB11613,DB11614,DB11619,DB11699,DB11730,DB11737,DB11793,DB11915,DB11921,DB11943,DB11994,DB12095,DB12161,DB12243,DB12332,DB12598,DB13025,DB13092,DB13139,DB13146,DB13154,DB13155,DB13156,DB13158,DB13164,DB13165,DB13167,DB13179,DB13180
DB09304,0.0271084,0.00184843,0.00579151,0.025641,0.0292505,0.00549451,0,0.0035461,0.00263505,0.016546,0.0387454,0.0264368,0.0162357,0.0094086,0.0102996,0.0228856,0.0104688,0.0102041,0.0385382,0.0116999,0.0350515,0.0140421,0.00228833,0.031614,0.0104167,0.0285285,0.0108521,0.076118,0.00962199,0.0363636,0.0153584,0.0122574,0.0199557,0.0178571,0.00326493,0.00816024,0.0195695,0.0158451,0.0200191,0.022508,0.018315,0.0176545,0.0323488,0.0101372,0.0262346,0.00362319,0.00952381,0.011236,0.00401606,0.00406268,0.0198864,0.0199765,0.0262751,0.0039557,0.0035524
DB09313,0.0121212,0.0112045,0.0179641,0.0208333,0.0159574,0.0193906,0,0.0158311,0.00346021,0.0348387,0.0132626,0.0244604,0.0127517,0.0307414,0.022779,0.0155875,0.00741107,0.0081864,0.0161765,0.0149606,0.0147965,0.0285006,0.00433526,0.02331,0.0151899,0.0276577,0.0069025,0.0106383,0.00782473,0.0223776,0.0202224,0.0150376,0.02213,0.00893744,0.00561511,0.0163934,0.0213523,0.012487,0.0113766,0.0294118,0.0460674,0.0145867,0.0240741,0.0113636,0.021097,0.0191257,0.00867052,0.00872818,0.00738007,0.00584416,0.0181818,0.0162722,0.0211416,0.00834106,0.0212766
DB09320,0.0274637,0.00813008,0.00635593,0.0196672,0.0616016,0.0161616,0,0.021611,0.00562588,0.0411111,0.0237624,0.0405405,0.0123153,0.103286,0.086225,0.02079,0.0317988,0.0260047,0.0147157,0.0178699,0.0301075,0.0387513,0.00606061,0.0474453,0.034749,0.0319564,0.0202479,0.0149673,0.0106534,0.0200236,0.0150843,0.0139485,0.0198366,0.015887,0.00717703,0.00922367,0.0142566,0.023084,0.015873,0.0516934,0.0171756,0.0160214,0.0192593,0.0135301,0.0316667,0.0180361,0.021097,0.0139635,0.00739176,0.00898742,0.0197824,0.021118,0.0386555,0.0124172,0.0277228
DB09323,0.0274637,0.00813008,0.00422833,0.0165913,0.0616016,0.020284,0,0.027668,0.00562588,0.0365044,0.0197239,0.0405405,0.0123153,0.0862866,0.0828092,0.0176166,0.0317988,0.0217775,0.0153949,0.0171429,0.0267953,0.034298,0.00484262,0.0474453,0.0307692,0.028749,0.0194055,0.0149673,0.00993613,0.0200236,0.0150843,0.0139485,0.0198366,0.015887,0.00669536,0.00690184,0.0111675,0.0193192,0.015873,0.0516934,0.0171756,0.0160214,0.0162482,0.0110429,0.0282392,0.0119522,0.0168067,0.0117899,0.00632911,0.00838323,0.0197824,0.021118,0.0334448,0.0124172,0.0196464
DB09324,0.015873,0.0165017,0.0105634,0.0167364,0.0217391,0.0260586,0,0.0278638,0.00764818,0.0288462,0.0123077,0.0232919,0.0104094,0.0659794,0.0217654,0.0153453,0.010687,0.0292553,0.0121858,0.00815661,0.0212202,0.0264201,0.00784929,0.0238727,0.0175439,0.0188341,0.0124279,0.00560538,0.0106383,0.018018,0.0105708,0.00264901,0.0103093,0.0147524,0.00735681,0.00987433,0.00873908,0.0199557,0.0232558,0.028133,0.00688073,0.00526316,0.0204082,0.0103806,0.0286396,0.0322581,0.0102389,0.00934579,0.00789474,0.00944669,0.00837321,0.0192926,0.0213777,0.0127202,0.0376176
DB09327,0.0197531,0.0224719,0.008,0.0134831,0.0208333,0.0108303,0.0042735,0.0171233,0.014433,0.02,0.0137931,0.0196078,0.00923295,0.0147368,0.00746269,0.0133511,0.00879007,0.00933956,0.0101483,0.0152156,0.0180055,0.0192308,0.0133556,0.0173913,0.012945,0.0073193,0.00537153,0.00583431,0.00671141,0.0206349,0.0176796,0.0112045,0.021978,0.0119956,0.00641711,0.0196445,0.00651042,0.0137457,0.0113636,0.0138122,0.0120048,0.00938086,0.0152838,0.00352113,0.0153846,0.0178571,0.0116279,0.0169252,0.0324859,0.00619835,0.00873908,0.0204429,0.0180412,0.00908174,0.0171821
DB09330,0.0282427,0.00357143,0.003663,0.021,0.0140845,0.00472813,0,0.00463499,0.00378072,0.0231076,0.0372149,0.0391645,0.0364394,0.0115385,0.0117302,0.032634,0.0273024,0.0215792,0.0378619,0.0236994,0.0390127,0.0186335,0.00255537,0.0233333,0.00799087,0.0232701,0.0232558,0.025788,0.00568182,0.049308,0.0404745,0.0538336,0.0347458,0.0323915,0.00491803,0.0297767,0.0291188,0.0304533,0.0354985,0.0184783,0.021692,0.0297398,0.0381143,0.0126904,0.0168421,0.00470035,0.00605327,0.025417,0.0124514,0.00445104,0.0698758,0.0245399,0.0255048,0.00705581,0.00464037
DB09332,0.0228311,0.037037,0.0034965,0.0318471,0.031348,0.00961538,0,0.00911854,0.00380952,0.0107962,0.0966667,0.0201238,0.0181818,0.0038835,0.00715137,0.0530504,0.0216049,0.0144168,0.0191718,0.0528109,0.0307898,0.00909091,0.003125,0.0293333,0.0175439,0.0261969,0.0293321,0.0239726,0.00324939,0.059375,0.0116402,0.0441379,0.0284858,0.0244681,0.00366492,0.017179,0.0425806,0.0244989,0.0282903,0.0307692,0.0221187,0.0380435,0.0460251,0.011781,0.0360577,0.00628931,0.0171821,0.03989,0.0065703,0.00268097,0.029304,0.0325733,0.0513447,0.0058309,0.00607903
DB09333,0.0282486,0.0135747,0.0201005,0.0360825,0.0251046,0.03125,0,0.0205761,0.00453515,0.0326087,0.0337553,0.0231317,0.0185598,0.0309524,0.0146667,0.0289855,0.0100903,0.0138504,0.0130187,0.0304114,0.0254111,0.0297177,0.00540541,0.0449827,0.0232558,0.0488534,0.0143121,0.0265152,0.0123131,0.0241379,0.0186916,0.0227964,0.020339,0.0280702,0.00658979,0.0256158,0.0225989,0.0195122,0.0343879,0.0358306,0.0311688,0.01875,0.0374065,0.0125092,0.042042,0.0305677,0.0241546,0.0181818,0.0103704,0.00785153,0.0215343,0.0242086,0.0484848,0.00848356,0.0291667
DB09338,0.0327456,0.0305344,0.0121951,0.0541176,0.0543478,0.0259259,0,0.0243902,0.0208768,0.0548961,0.145669,0.0507614,0.0216138,0.0301075,0.0241117,0.0441989,0.0177638,0.0188934,0.0419693,0.0248075,0.0472103,0.0512091,0.0151261,0.045045,0.0333333,0.0358491,0.0195455,0.027512,0.0101266,0.0756303,0.0234114,0.033046,0.0502431,0.0243632,0.0113025,0.0168382,0.0562414,0.0315789,0.027027,0.0429799,0.0383189,0.0490196,0.0645161,0.0157143,0.0536193,0.0367647,0.0278884,0.0330935,0.0153417,0.00760193,0.0294118,0.0329289,0.0858726,0.0152749,0.0316901
DB09340,0.0243902,0.0218978,0.0156863,0.0315315,0.0343643,0.025,0,0.0305085,0.00808081,0.0419075,0.0273038,0.0260163,0.02,0.0538793,0.019975,0.0309556,0.0129333,0.0167224,0.0179969,0.0315969,0.0291262,0.038835,0.00821018,0.0317003,0.0289389,0.050237,0.01578,0.0163743,0.0142857,0.023622,0.0197802,0.0384615,0.0265211,0.0274725,0.00692964,0.0252336,0.0209424,0.0312139,0.0372272,0.0246575,0.030303,0.0225141,0.0305677,0.0120141,0.0494792,0.035461,0.0190114,0.0196078,0.0109589,0.00893471,0.0225847,0.0236486,0.0387597,0.00901804,0.0412371
DB09342,0.0394737,0.0159363,0.012987,0.085213,0.0337079,0.0155039,0,0.0145455,0.00851064,0.0419162,0.0656371,0.0394511,0.0400297,0.0153173,0.0153846,0.0234807,0.0287387,0.0274914,0.0668896,0.0224719,0.0406386,0.0387374,0.00683761,0.0504732,0.0350877,0.0524781,0.0234267,0.0603015,0.00767263,0.0521886,0.032,0.0523169,0.0428336,0.0305776,0.00702323,0.0180437,0.0544693,0.0521845,0.0329815,0.0356083,0.0364322,0.12311,0.131646,0.0158845,0.0862069,0.019084,0.0384615,0.046131,0.00848656,0.00487465,0.0422164,0.0301418,0.122024,0.0102881,0.0145985
DB09343,0.0190024,0.00696864,0.0075188,0.0152174,0.00977199,0.0136986,0,0.00967742,0.00197239,0.028169,0.00649351,0.024,0.012685,0.0204918,0.00731707,0.00780234,0.00820092,0.00924092,0.017871,0.00995851,0.0162382,0.0271003,0.00160772,0.0222841,0.00304878,0.0257117,0.00622776,0.0197445,0.00495868,0.0138462,0.0151679,0.00544959,0.00907716,0.0139635,0.00317125,0.0165441,0.00381679,0.00782998,0.0161692,0.018617,0.0129717,0.00910747,0.0212314,0.00488145,0.012285,0.0100671,0.0109489,0.00820793,0.0204918,0.0047619,0.0160296,0.0165289,0.0198511,0.00395257,0.00970874
DB09345,0.071161,0.020979,0.0245902,0.0351438,0.0636943,0.013245,0,0.0119048,0.0110803,0.0298246,0.0636943,0.0463158,0.0253566,0.0142857,0.010355,0.0128205,0.0116473,0.0146413,0.0263852,0.0112994,0.0482759,0.0267112,0.0105263,0.0717703,0.0813954,0.0209644,0.0100095,0.0251046,0.00562324,0.0217822,0.0245161,0.0365854,0.0314961,0.0177891,0.00515464,0.00732218,0.0173228,0.0243243,0.0212121,0.0480349,0.0228571,0.0484694,0.0764331,0.00620155,0.0426357,0.0128205,0.107438,0.0188679,0.00666667,0.00376223,0.0396947,0.0328228,0.0894309,0.00808314,0.011976
DB09346,0.0106667,0.00843882,0.00925926,0.0220588,0.0116732,0.0165289,0,0.015444,0.00218818,0.030303,0.0196078,0.0207612,0.0116703,0.0275229,0.0237467,0.0125698,0.00682773,0.00680735,0.0120482,0.013901,0.0130058,0.0231214,0.00350263,0.0192926,0.0182482,0.0239923,0.00591178,0.00852619,0.00517241,0.0235294,0.0183697,0.0147493,0.0198347,0.00675676,0.00380228,0.017341,0.0249653,0.0118906,0.00788436,0.0309598,0.022756,0.0181818,0.0261905,0.0123726,0.0168539,0.0244898,0.0133929,0.00733138,0.00577201,0.00351617,0.0184211,0.0125448,0.019774,0.00835073,0.0234375
DB09347,0.0116959,0.00980392,0.010929,0.0434783,0.0225225,0.0191388,0,0.0176991,0.00235849,0.0253566,0.0365297,0.0220183,0.0218868,0.0221675,0.0192044,0.020649,0.0101877,0.0083682,0.0199501,0.0253165,0.0167428,0.0227273,0.00371747,0.0215827,0.0292887,0.0497462,0.00973123,0.016624,0.0062167,0.0322581,0.0178784,0.0396825,0.028169,0.0129412,0.00442723,0.0260782,0.042836,0.01868,0.0152144,0.0238908,0.038822,0.0306346,0.0446194,0.0164671,0.0345912,0.0283019,0.026455,0.0171073,0.00758725,0.00432277,0.022069,0.0191571,0.0379747,0.00647249,0.0269058
DB09348,0.0147059,0.0634921,0.0454545,0.0123967,0.0352941,0.0882353,0,0.045977,0.0106007,0.0180361,0.0352941,0.0245098,0.00746269,0.0337079,0.0134228,0.0128205,0.00460564,0.00693374,0.0102136,0.00912779,0.0192678,0.0170778,0.00753769,0.0507246,0.00943396,0.00788288,0.00492611,0.00768049,0.00913706,0.018648,0.00704225,0.0177515,0.0113636,0.0140449,0.00842359,0.00454545,0.0106952,0.0104167,0.017094,0.0387097,0.0111111,0.0184049,0.0237154,0.00246711,0.0160428,0.0533333,0.0185185,0.00980392,0.00767754,0.0064154,0.0117647,0.0102828,0.0558659,0.0101781,0.0465116
DB09350,0.0142518,0.0105634,0.0114068,0.0264901,0.0232558,0.0103093,0,0.00647249,0.00796813,0.0125174,0.0405405,0.0306947,0.025,0.0101833,0.00856793,0.0117801,0.0108025,0.0159681,0.0202808,0.0305344,0.0260274,0.0106952,0.00811688,0.022409,0.0123839,0.025759,0.0235507,0.0257611,0.0066335,0.0170279,0.0119048,0.0823529,0.0121766,0.0716724,0.00636943,0.00821918,0.0167959,0.0192744,0.0837766,0.016,0.0178147,0.0317757,0.0413043,0.00418702,0.0406091,0.00673401,0.0110294,0.0381356,0.00675676,0.00476839,0.0173267,0.0149007,0.0763158,0.00595238,0.00649351
DB09351,0.0601266,0.0655738,0.0235294,0.0477528,0.0964467,0.020202,0,0.0330189,0.017199,0.0460526,0.0536585,0.04,0.0181956,0.0279898,0.0152566,0.0225225,0.0124324,0.0184528,0.0287648,0.0209091,0.0665584,0.0423862,0.0271845,0.045977,0.0981308,0.024024,0.0140318,0.0234987,0.00990099,0.0272727,0.0230583,0.0304,0.0437158,0.0216346,0.00951315,0.00998004,0.0175695,0.0359435,0.0255319,0.0395683,0.0351827,0.0454545,0.0516304,0.00747943,0.0743243,0.0298507,0.0828402,0.0238854,0.0124031,0.00875274,0.0296192,0.0316832,0.100694,0.00985761,0.0331754
DB09352,0.0752212,0.040404,0.0379747,0.0684411,0.227723,0.0377358,0,0.0409836,0.0125786,0.040153,0.0877193,0.0294785,0.0121359,0.0229508,0.015873,0.0207972,0.00849377,0.0120573,0.0162749,0.0127701,0.0482375,0.0362319,0.0162791,0.0647059,0.201681,0.0264609,0.00972763,0.020649,0.00782779,0.0193966,0.0176152,0.0147059,0.0366379,0.0174497,0.00469484,0.00987925,0.0151515,0.0624071,0.0193861,0.0591398,0.0337942,0.039548,0.0460993,0.0112812,0.102439,0.0648148,0.3,0.0241636,0.0108108,0.0078064,0.024077,0.03125,0.076555,0.00850547,0.05
DB09353,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003861,0.00170358,0.00186567,0,0,0,0.00102249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DB09357,0.0233463,0.0512821,0.0625,0.0168919,0.0359712,0.0569106,0,0.0888889,0.00884956,0.0273224,0.0212766,0.0237581,0.00793021,0.0375,0.0200927,0.0133111,0.00727069,0.0164057,0.0150843,0.0135005,0.0209424,0.0242215,0.0110619,0.0414508,0.0516129,0.0138593,0.00479386,0.00564972,0.0125362,0.0144033,0.0158103,0.00881834,0.0245399,0.0117035,0.00932401,0.00750268,0.00809062,0.0165975,0.0140187,0.0235849,0.0221239,0.0130548,0.0194175,0.00790514,0.0603448,0.0629921,0.0183486,0.0124113,0.0121951,0.0115741,0.0138675,0.0251142,0.0208333,0.0119048,0.0895522
DB09374,0.017101,0.00271248,0.00276498,0.0149842,0.015274,0.00540541,0,0.00354296,0.0015083,0.0124102,0.018936,0.028169,0.0291838,0.00610687,0.00611247,0.0390879,0.0149308,0.0146868,0.0260116,0.0139373,0.0254569,0.0115385,0.00138793,0.0215146,0.0105541,0.0205479,0.0171617,0.0155502,0.0054321,0.0256588,0.0185507,0.0110318,0.0198903,0.00742433,0.00592154,0.0120862,0.0125865,0.0135453,0.00800493,0.0212224,0.013277,0.0162722,0.0211931,0.0116331,0.0181818,0.00448029,0.0101289,0.00907323,0.00320102,0.00701447,0.0281426,0.0235378,0.0156766,0.00382723,0.00265722
DB09376,0.0249221,0.0216216,0.0181818,0.0166205,0.05,0.0315789,0,0.0191388,0.00990099,0.0277325,0.039604,0.042471,0.00981873,0.0337662,0.0182328,0.0165663,0.00973499,0.0127569,0.0168067,0.0136116,0.0251969,0.0249221,0.00770713,0.055336,0.0223214,0.0139581,0.00745573,0.0117035,0.0108696,0.0238095,0.0170109,0.0224359,0.0216216,0.0144231,0.00897868,0.00499501,0.0147275,0.0126422,0.0170213,0.0442804,0.0256757,0.0225225,0.0269542,0.00449438,0.0263158,0.0203046,0.0172414,0.0111111,0.00778816,0.00731529,0.0197183,0.0238569,0.0401338,0.00992282,0.0192308
DB09389,0.0112705,0.00593824,0.00486618,0.00786627,0.00813008,0.0142518,0,0.021102,0.0094697,0.0173776,0.00462963,0.00841751,0.00706714,0.019305,0.0116959,0.0113809,0.0059761,0.0121242,0.00918422,0.0137065,0.0139427,0.0162162,0.00940171,0.0142544,0.00910125,0.00842866,0.00606493,0.00489853,0.138639,0.008285,0.00673401,0.00543057,0.00989283,0.0114478,0.0384778,0.00483092,0.00447427,0.00968858,0.0117734,0.00857449,0.00639205,0.00361011,0.00775946,0.00959596,0.0114703,0.0117786,0.00360577,0.0101404,0.0100619,0.0409207,0.00655499,0.00686695,0.00832466,0.01287,0.0211268
DB09394,0,0.0888889,0.037037,0.00442478,0,0.037037,0,0.028169,0,0.00409836,0.0144928,0.00250627,0.00083612,0.0078125,0.00342466,0.00375235,0.000579374,0.001554,0.000935454,0.00205128,0.00392927,0.00387597,0.0026178,0.00793651,0.0113636,0.00228571,0.000990099,0,0.00205339,0.00239234,0.00143678,0,0.00234742,0.00142248,0.00120773,0.00231481,0.00365631,0.0030349,0.00173611,0.00704225,0.00161812,0.00319489,0.0083682,0.00166806,0.00584795,0.0338983,0.0277778,0.0040404,0.0039604,0.00161943,0.00171527,0.0026738,0.0118343,0.00129032,0.0285714
DB09396,0.0517241,0.0177305,0.00757576,0.0310421,0.111913,0.0425532,0,0.0196721,0.00998004,0.0253521,0.0405405,0.047619,0.016289,0.0205761,0.0147783,0.0211361,0.0155039,0.0186791,0.0171073,0.0125,0.0402778,0.0216216,0.0114007,0.15142,0.0348101,0.0210623,0.0148181,0.0197905,0.0142022,0.0313972,0.0185185,0.0179806,0.0246533,0.020585,0.0117396,0.010064,0.0181113,0.023918,0.0238693,0.0702247,0.0178147,0.0241187,0.0323276,0.0112439,0.0353535,0.0346021,0.0299625,0.0180055,0.00948509,0.0179434,0.0262172,0.0319865,0.0407125,0.0221774,0.0197368
DB09397,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003861,0.00170358,0.00186567,0,0,0,0.00102249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DB09421,0.0260586,0.00823045,0.00428266,0.0121212,0.0302419,0.01222,0,0.0158103,0.00424929,0.0652174,0.00590551,0.0382716,0.0180236,0.188776,0.0426396,0.0166667,0.0580771,0.0242747,0.0188806,0.0245665,0.0214592,0.0631929,0.00365408,0.0215827,0.0133843,0.0410742,0.0207211,0.0169651,0.0128663,0.0238095,0.021544,0.00967742,0.0247934,0.0250671,0.00671463,0.0116099,0.00507614,0.021316,0.0314083,0.020979,0.0153257,0.0120643,0.014881,0.00798036,0.0182724,0.0141414,0.00631579,0.0075188,0.0117396,0.00780781,0.0168651,0.0329114,0.0149254,0.00912106,0.0158416
DB09425,0.0255319,0.0412371,0.038961,0.021978,0.0252101,0.113402,0,0.0683761,0.0031348,0.0226415,0.0252101,0.0226244,0.00970089,0.0402685,0.0143084,0.0190972,0.00451722,0.00751315,0.0218579,0.00684932,0.0273723,0.0215054,0.00461894,0.0591716,0.0217391,0.0186404,0.00484496,0.0192024,0.00784314,0.0129032,0.0149051,0.00548446,0.0105485,0.0147651,0.00470035,0.0110132,0.010084,0.0113475,0.0194489,0.037234,0.00902256,0.00826446,0.0390071,0.00481155,0.0228311,0.0660377,0.0348837,0.00919118,0.00720721,0.00624512,0.0241546,0.0166667,0.0469484,0.00607533,0.0598291
DB09459,0.0144231,0.0597015,0.0204082,0.0163265,0.0222222,0.0540541,0,0.217949,0.00694444,0.0199203,0.0337079,0.00956938,0.00329218,0.037037,0.0201342,0.0145719,0.00517241,0.0076864,0.00367647,0.0101112,0.0152381,0.0188679,0.00997506,0.0205479,0.0990099,0.0112486,0.00541072,0.00151745,0.00808081,0.00915332,0.00559441,0.00192678,0.0112613,0.0125523,0.00478469,0.00909091,0.0106195,0.0148588,0.010118,0.0185185,0.00470219,0.00900901,0.015444,0.0115798,0.0374332,0.0921053,0.0535714,0.0176471,0.0153551,0.00478851,0.00497512,0.00761421,0.0320856,0.0114068,0.323944
DB09460,0.00531915,0.0425532,0,0.00442478,0.0144928,0.12,0,0.0895522,0,0.00616016,0.0144928,0.00755668,0.00251256,0.0117647,0.0051458,0.0056391,0.00174014,0.00233281,0.00375235,0.00308008,0.00590551,0.00582524,0,0.0241935,0.0113636,0.00343249,0.00148588,0.00156986,0.00308325,0.00721154,0.00432277,0.00201207,0.00707547,0.0042796,0.00181269,0.00347625,0.00549451,0.00455927,0.00522648,0.0214286,0.00487013,0.0096463,0.0083682,0.00250417,0.00584795,0.0517241,0.0277778,0.0040404,0.0039604,0.00243112,0.00516351,0.00536193,0.0178571,0.00388098,0.0434783
DB09462,0.0157068,0.255814,0.1,0.0175439,0.0416667,0.0338983,0,0.130435,0.0111111,0.0102041,0.0135135,0.00496278,0.0033389,0.015444,0.00510204,0.00934579,0.00173511,0.00387898,0.00373483,0.00717949,0.00978474,0.00965251,0.0157068,0.00763359,0.032967,0.00455581,0.0024728,0.00155763,0.00409417,0.00952381,0.00573066,0.00199203,0.00934579,0.00567376,0.003621,0.00810185,0.00180832,0.0060423,0.00692042,0.00680272,0.00160514,0,0.00819672,0.00249377,0.0411765,0.0819672,0.0243902,0.0141414,0.0138614,0.00323102,0.00170068,0.00795756,0.0114943,0.00385604,0.132353
DB09473,0.0640569,0.00632911,0,0.0337423,0.0714286,0.0184049,0,0.0166667,0,0.0186757,0.0650888,0.0386965,0.0100464,0.0027248,0.00288184,0.035313,0.0110072,0.0108382,0.0189983,0.0121043,0.0332779,0.0178282,0,0.0533333,0.0418848,0.0185759,0.0118652,0.0490884,0.00184502,0.035225,0.0189394,0.0410959,0.074,0.00618047,0.00169972,0.011399,0.0329154,0.0171504,0.00733138,0.0541667,0.0181564,0.0266344,0.0323529,0.00846154,0.0367647,0.00588235,0.057554,0.0167504,0.0148026,0.00148699,0.0327381,0.0635965,0.0369004,0.00112994,0.00552486
DB09477,0.0556845,0.016129,0.0137931,0.0313808,0.112583,0.0189873,0,0.0272727,0.00754717,0.0677966,0.037037,0.0656,0.021648,0.156733,0.0327273,0.029563,0.0567338,0.035976,0.0190694,0.0264244,0.0471698,0.0637721,0.00933126,0.0737705,0.0502959,0.0428832,0.0278527,0.0261067,0.0147059,0.0316265,0.0266525,0.0173103,0.0374251,0.0319149,0.00732984,0.0134288,0.0174782,0.0288568,0.0381773,0.0678851,0.0207612,0.0193322,0.0325866,0.0117241,0.0428571,0.0283019,0.0341297,0.0173333,0.00913838,0.0100806,0.0278114,0.0490998,0.0380048,0.0146056,0.0368098
DB09488,0.0563991,0.00872093,0.0124224,0.0314342,0.0337079,0.0143266,0,0.0136612,0.0035461,0.0409511,0.027933,0.0512048,0.0163154,0.018315,0.0172612,0.0208333,0.0165663,0.0173077,0.0247191,0.0103011,0.0492866,0.0381679,0.00442478,0.044226,0.0431267,0.0297984,0.013986,0.0446429,0.0119142,0.0213675,0.0300207,0.0192061,0.0401722,0.0131446,0.00824742,0.0148213,0.0367197,0.0412595,0.0150812,0.0400943,0.0280269,0.0372881,0.0445736,0.00942761,0.0284464,0.0198864,0.046875,0.0140306,0.00877193,0.00920447,0.0425532,0.0306279,0.0353201,0.00656045,0.0192837
DB09495,0.0533808,0.0196078,0.0150376,0.04375,0.0662651,0.0516129,0,0.0227273,0.0107817,0.0585106,0.0858896,0.0368098,0.0203443,0.0167131,0.0191176,0.0174326,0.0127002,0.0204678,0.0379189,0.0149813,0.0618557,0.0539629,0.00616016,0.0833333,0.0769231,0.0303665,0.0114014,0.0233516,0.0102612,0.0293542,0.021601,0.0185185,0.0429688,0.0175659,0.00799543,0.0103842,0.0298273,0.0392422,0.0224215,0.0683761,0.0386266,0.0906736,0.0807453,0.0100386,0.0568182,0.037037,0.0992366,0.0202703,0.00821018,0.00900901,0.0313433,0.0211864,0.0859375,0.0114548,0.0228571
DB09496,0.0637584,0.0535714,0.0196078,0.0380117,0.0645161,0.0222222,0,0.0307692,0.0206186,0.0369128,0.076087,0.0332681,0.0168841,0.021164,0.017094,0.0215716,0.0142154,0.0231047,0.0230572,0.0174954,0.0424144,0.0336,0.0138889,0.0580913,0.0742574,0.0192698,0.0131951,0.0159151,0.0137741,0.0340265,0.0273973,0.0228758,0.0471698,0.022113,0.011898,0.00913706,0.0211161,0.0286832,0.0247093,0.046332,0.0246914,0.052381,0.0758018,0.0075815,0.0452962,0.0384615,0.0855263,0.0229133,0.0111465,0.0111111,0.0348837,0.0286299,0.0716846,0.0134529,0.0309278
DB09502,0.0168067,0.108696,0.0384615,0.0181818,0.0336134,0.0283019,0,0.285714,0.0288462,0.0111732,0.0165289,0.00890869,0.00401606,0.0163399,0.00947867,0.0103093,0.00338219,0.00675169,0.00447227,0.0269192,0.0107527,0.0124113,0.0283019,0.0169492,0.0441176,0.00649351,0.00338491,0.00290276,0.00783546,0.0107066,0.00671141,0.00364299,0.0105263,0.00933333,0.010632,0.00878156,0.00500835,0.00847458,0.008,0.015544,0.00448431,0.00547945,0.0137931,0.00803859,0.0368664,0.0654206,0.0227273,0.0516252,0.046729,0.00624025,0.00473186,0.0118203,0.0181818,0.01221,0.28866
DB09509,0.0228311,0.105263,0.0327869,0.00383142,0.00961538,0.0340909,0,0.0285714,0.00331126,0.00767754,0,0.013986,0.00653595,0.0173611,0.00485437,0.00529101,0.00341686,0.00379075,0.010979,0.00297324,0.0148699,0.00728597,0.00239808,0.0384615,0,0.00884956,0.00243665,0.0105105,0.00297619,0.00888889,0.0110497,0.00376648,0.00653595,0.0109439,0.00177515,0.00558036,0.00171527,0.00288184,0.013245,0.0171429,0.00460829,0.00287356,0.0298507,0.00162075,0.00485437,0.0212766,0,0.00377358,0.0037037,0.00236407,0.0180921,0.0148515,0.00980392,0.00371287,0.0190476
DB09510,0,0.0196078,0.0333333,0.00436681,0,0.0172414,0,0.0133333,0,0.00407332,0.0138889,0,0,0.00384615,0.00340715,0.0018622,0,0.000774593,0,0.00102145,0.00194932,0.00385356,0.0025974,0,0.010989,0.00113766,0.000494071,0,0.00102249,0,0,0,0.002331,0.00141643,0.00060241,0.0023068,0.00181488,0.00302115,0,0,0,0.00634921,0.00411523,0.00166389,0.00574713,0.0322581,0.025641,0.00200401,0.00196464,0.000807102,0,0,0.00578035,0,0.0135135
DB09513,0,0.0208333,0,0,0,0.0181818,0,0.0138889,0,0.00409836,0,0.00250627,0.00083612,0.00389105,0.00342466,0.00187266,0.000579374,0.000776398,0.000935454,0.00102459,0.00196078,0.00387597,0,0.00793651,0,0.00114155,0.000494805,0,0.00102564,0.00239234,0.00143678,0,0.00470588,0.002849,0.0006035,0.00231481,0.00182482,0.0030349,0.00173611,0.00704225,0.00161812,0.00641026,0.00416667,0.00166806,0,0.0338983,0,0.00201613,0.00197628,0.000809062,0.00171527,0.0026738,0.00588235,0.00129032,0.0140845
DB09517,0.00587084,0.0218579,0.00857143,0.00729927,0.00765306,0.0106101,0,0.0727763,0.0703971,0.00493218,0.00508906,0.00415512,0.00329598,0.00690846,0.00551876,0.0046729,0.00293255,0.00875,0.00431965,0.0716049,0.00722892,0.00476758,0.0614693,0.00668151,0.0122249,0.0033389,0.00256301,0.0010395,0.00930954,0.00813008,0.00294406,0.00243605,0.00400534,0.00882353,0.0148414,0.00421585,0.00229358,0.00817996,0.00445434,0.00214133,0.00106045,0.0015674,0.0053286,0.0085922,0.0142857,0.0157895,0.00277008,0.118367,0.0639386,0.00774194,0.00220507,0.00430416,0.00608519,0.0347744,0.072973
